CODFILIAL;FILIAL;IDPERLET;PERIODO_LETIVO;CODBOLSA;BOLSA;CODCURSO;CURSO;MODALIDADE;PERCENTUAL;FIXO_MAX;PARCELA_INICIAL;PARCELA_FINAL
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;31;2ª Graduação - CNEC;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;32;2ª Graduação - Outras IES;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;32;2ª Graduação - Outras IES;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;1;Bolsa CNEC 100%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;1;Bolsa CNEC 100%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;2;Bolsa CNEC 50%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;2;Bolsa CNEC 50%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;5;Bolsa Desconto Folha;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;5;Bolsa Desconto Folha;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;35;Captação Calouros;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;35;Captação Calouros;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;8;CCT/ACT;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;8;CCT/ACT;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;15;Cnec Antecipação;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;15;Cnec Antecipação;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;12;CNEC Colaborador;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;12;CNEC Colaborador;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;24;CNEC Parceria Incondicional;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;24;CNEC Parceria Incondicional;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;11;CNEC Parcerias;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;11;CNEC Parcerias;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;60;Coparticipação FIES NOVO;GP001;Administração;Presencial;100;0;1;6
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;60;Coparticipação FIES NOVO;GP055;Sistemas de Informação;Presencial;100;0;1;6
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;41;Desconto 1º Turma;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;41;Desconto 1º Turma;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;9;Desconto Comercial;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;9;Desconto Comercial;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;67;Desconto Comercial - P1;GP001;Administração;Presencial;100;0;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;67;Desconto Comercial - P1;GP055;Sistemas de Informação;Presencial;100;0;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;20;Desconto Comercial Incondicional;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;20;Desconto Comercial Incondicional;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;10;Desconto Família;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;10;Desconto Família;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;42;Desconto Família - 10%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;42;Desconto Família - 10%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;80;Desconto Família - 10% - P1;GP001;Administração;Presencial;10;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;80;Desconto Família - 10% - P1;GP055;Sistemas de Informação;Presencial;10;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;43;Desconto Família - 15%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;43;Desconto Família - 15%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;79;Desconto Família - 15% - P1;GP001;Administração;Presencial;15;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;79;Desconto Família - 15% - P1;GP055;Sistemas de Informação;Presencial;15;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;44;Desconto Família - 20%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;44;Desconto Família - 20%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;78;Desconto Família - 20% - P1;GP001;Administração;Presencial;20;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;78;Desconto Família - 20% - P1;GP055;Sistemas de Informação;Presencial;20;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;45;Desconto Família - 25%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;45;Desconto Família - 25%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;77;Desconto Família - 25% - P1;GP001;Administração;Presencial;25;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;77;Desconto Família - 25% - P1;GP055;Sistemas de Informação;Presencial;25;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;46;Desconto Família - 30%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;46;Desconto Família - 30%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;76;Desconto Família - 30% - P1;GP001;Administração;Presencial;30;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;76;Desconto Família - 30% - P1;GP055;Sistemas de Informação;Presencial;30;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;47;Desconto Família - 35%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;47;Desconto Família - 35%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;75;Desconto Família - 35% - P1;GP001;Administração;Presencial;35;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;75;Desconto Família - 35% - P1;GP055;Sistemas de Informação;Presencial;35;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;48;Desconto Família - 40%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;48;Desconto Família - 40%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;74;Desconto Família - 40% - P1;GP001;Administração;Presencial;40;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;74;Desconto Família - 40% - P1;GP055;Sistemas de Informação;Presencial;40;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;49;Desconto Família - 45%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;49;Desconto Família - 45%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;73;Desconto Família - 45% - P1;GP001;Administração;Presencial;45;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;73;Desconto Família - 45% - P1;GP055;Sistemas de Informação;Presencial;45;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;50;Desconto Família - 50%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;50;Desconto Família - 50%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;72;Desconto Família - 50% - P1;GP001;Administração;Presencial;50;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;72;Desconto Família - 50% - P1;GP055;Sistemas de Informação;Presencial;50;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;40;Desconto Incodicional - FIES;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;40;Desconto Incodicional - FIES;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;30;Egresso - EB CNEC;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;30;Egresso - EB CNEC;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;36;Enem - 10%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;36;Enem - 10%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;66;Enem - 10% - P1;GP001;Administração;Presencial;10;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;66;Enem - 10% - P1;GP055;Sistemas de Informação;Presencial;10;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;29;Enem - 100%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;29;Enem - 100%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;25;Enem - 20%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;25;Enem - 20%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;62;Enem - 20% - P1;GP001;Administração;Presencial;20;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;62;Enem - 20% - P1;GP055;Sistemas de Informação;Presencial;20;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;26;Enem - 30%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;26;Enem - 30%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;63;Enem - 30% - P1;GP001;Administração;Presencial;30;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;63;Enem - 30% - P1;GP055;Sistemas de Informação;Presencial;30;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;27;Enem - 40%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;27;Enem - 40%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;64;Enem - 40% - P1;GP001;Administração;Presencial;40;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;64;Enem - 40% - P1;GP055;Sistemas de Informação;Presencial;40;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;28;Enem - 50%;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;28;Enem - 50%;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;65;Enem - 50% - P1;GP001;Administração;Presencial;50;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;65;Enem - 50% - P1;GP055;Sistemas de Informação;Presencial;50;1;1;1
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;33;Evadidos Trancados;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;33;Evadidos Trancados;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;6;Fies CNEC;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;6;Fies CNEC;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;18;Fies Novo;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;18;Fies Novo;GP055;Sistemas de Informação;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;7;Fies*;GP001;Administração;Presencial;;;;
49;Faculdade Cenecista de Sete Lagoas;2541;2019-2;7;Fies*;GP055;Sistemas de Informação;Presencial;;;;
