CODFILIAL;FILIAL;IDPERLET;PERIODO_LETIVO;CODBOLSA;BOLSA;CODCURSO;CURSO;MODALIDADE;PERCENTUAL;FIXO_MAX;PARCELA_INICIAL;PARCELA_FINAL
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;53;CNEC - Familia - 20%;EP008;Especialização em Metodologias Ativas;Presencial;20;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;53;CNEC - Familia - 20%;EP020;MBA em Gestão de Negócios Digitais;Presencial;20;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;53;CNEC - Familia - 20%;EP021;MBA em Gestão de Startups;Presencial;20;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;54;CNEC - Familia - 25%;EP005;Especialização em Educação 4.0;Presencial;25;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;54;CNEC - Familia - 25%;EP008;Especialização em Metodologias Ativas;Presencial;25;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;54;CNEC - Familia - 25%;EP020;MBA em Gestão de Negócios Digitais;Presencial;25;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;54;CNEC - Familia - 25%;EP021;MBA em Gestão de Startups;Presencial;25;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;55;CNEC - Familia - 30%;EP005;Especialização em Educação 4.0;Presencial;30;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;55;CNEC - Familia - 30%;EP008;Especialização em Metodologias Ativas;Presencial;30;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;55;CNEC - Familia - 30%;EP020;MBA em Gestão de Negócios Digitais;Presencial;30;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;55;CNEC - Familia - 30%;EP021;MBA em Gestão de Startups;Presencial;30;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;56;CNEC - Familia - 35%;EP005;Especialização em Educação 4.0;Presencial;35;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;56;CNEC - Familia - 35%;EP008;Especialização em Metodologias Ativas;Presencial;35;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;56;CNEC - Familia - 35%;EP020;MBA em Gestão de Negócios Digitais;Presencial;35;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;56;CNEC - Familia - 35%;EP021;MBA em Gestão de Startups;Presencial;35;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;57;CNEC - Familia - 40%;EP005;Especialização em Educação 4.0;Presencial;40;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;57;CNEC - Familia - 40%;EP008;Especialização em Metodologias Ativas;Presencial;40;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;57;CNEC - Familia - 40%;EP020;MBA em Gestão de Negócios Digitais;Presencial;40;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;57;CNEC - Familia - 40%;EP021;MBA em Gestão de Startups;Presencial;40;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;58;CNEC - Familia - 45%;EP005;Especialização em Educação 4.0;Presencial;45;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;58;CNEC - Familia - 45%;EP008;Especialização em Metodologias Ativas;Presencial;45;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;58;CNEC - Familia - 45%;EP020;MBA em Gestão de Negócios Digitais;Presencial;45;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;58;CNEC - Familia - 45%;EP021;MBA em Gestão de Startups;Presencial;45;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;59;CNEC - Familia - 50%;EP005;Especialização em Educação 4.0;Presencial;50;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;59;CNEC - Familia - 50%;EP008;Especialização em Metodologias Ativas;Presencial;50;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;59;CNEC - Familia - 50%;EP020;MBA em Gestão de Negócios Digitais;Presencial;50;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;59;CNEC - Familia - 50%;EP021;MBA em Gestão de Startups;Presencial;50;1;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;22;Desconto Comercial;EP005;Especialização em Educação 4.0;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;22;Desconto Comercial;EP008;Especialização em Metodologias Ativas;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;22;Desconto Comercial;EP020;MBA em Gestão de Negócios Digitais;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;22;Desconto Comercial;EP021;MBA em Gestão de Startups;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;71;Desconto Comercial - P1;EP005;Especialização em Educação 4.0;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;71;Desconto Comercial - P1;EP008;Especialização em Metodologias Ativas;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;71;Desconto Comercial - P1;EP020;MBA em Gestão de Negócios Digitais;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;71;Desconto Comercial - P1;EP021;MBA em Gestão de Startups;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;38;Desconto Comercial Incondicional;EP005;Especialização em Educação 4.0;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;38;Desconto Comercial Incondicional;EP008;Especialização em Metodologias Ativas;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;38;Desconto Comercial Incondicional;EP020;MBA em Gestão de Negócios Digitais;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;38;Desconto Comercial Incondicional;EP021;MBA em Gestão de Startups;Presencial;100;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;68;Egresso - CNEC;EP005;Especialização em Educação 4.0;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;68;Egresso - CNEC;EP008;Especialização em Metodologias Ativas;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;68;Egresso - CNEC;EP020;MBA em Gestão de Negócios Digitais;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;68;Egresso - CNEC;EP021;MBA em Gestão de Startups;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;69;Egresso - Outras IES;EP005;Especialização em Educação 4.0;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;69;Egresso - Outras IES;EP008;Especialização em Metodologias Ativas;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;69;Egresso - Outras IES;EP020;MBA em Gestão de Negócios Digitais;Presencial;20;0;1;18
52;FACULDADE CNEC DE EDUCAÇÃO DE UBERABA - FACEUB;2565;2019-09;69;Egresso - Outras IES;EP021;MBA em Gestão de Startups;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;17;CCT/ACT;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;39;CNEC - Colaborador;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;51;CNEC - Familia - 10%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;52;CNEC - Familia - 15%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;53;CNEC - Familia - 20%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;54;CNEC - Familia - 25%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;55;CNEC - Familia - 30%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;56;CNEC - Familia - 35%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;57;CNEC - Familia - 40%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;58;CNEC - Familia - 45%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;59;CNEC - Familia - 50%;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2549;2019-0;22;Desconto Comercial;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;71;Desconto Comercial - P1;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;38;Desconto Comercial Incondicional;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;68;Egresso - CNEC;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2549;2019-0;69;Egresso - Outras IES;EADM0004;MBA em Gestão Competitiva e Inteligência de Negócios;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP001;Especialização em Direito do Trabalho;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP004;Especialização em Direito Processual Civil;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP003;Especialização em Direito Processual Penal;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP006;Especialização em Educação Inclusiva;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP013;MBA em Finanças e Controladoria;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;17;CCT/ACT;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP001;Especialização em Direito do Trabalho;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP004;Especialização em Direito Processual Civil;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP003;Especialização em Direito Processual Penal;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP006;Especialização em Educação Inclusiva;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP013;MBA em Finanças e Controladoria;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;39;CNEC - Colaborador;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;20;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP001;Especialização em Direito do Trabalho;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP004;Especialização em Direito Processual Civil;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP003;Especialização em Direito Processual Penal;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP006;Especialização em Educação Inclusiva;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP013;MBA em Finanças e Controladoria;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;51;CNEC - Familia - 10%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;10;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP001;Especialização em Direito do Trabalho;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP004;Especialização em Direito Processual Civil;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP003;Especialização em Direito Processual Penal;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP006;Especialização em Educação Inclusiva;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP013;MBA em Finanças e Controladoria;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;52;CNEC - Familia - 15%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;15;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP001;Especialização em Direito do Trabalho;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP004;Especialização em Direito Processual Civil;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP003;Especialização em Direito Processual Penal;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP006;Especialização em Educação Inclusiva;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP013;MBA em Finanças e Controladoria;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;53;CNEC - Familia - 20%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;20;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP001;Especialização em Direito do Trabalho;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP004;Especialização em Direito Processual Civil;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP003;Especialização em Direito Processual Penal;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP006;Especialização em Educação Inclusiva;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP013;MBA em Finanças e Controladoria;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;54;CNEC - Familia - 25%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;25;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP001;Especialização em Direito do Trabalho;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP004;Especialização em Direito Processual Civil;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP003;Especialização em Direito Processual Penal;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP006;Especialização em Educação Inclusiva;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP013;MBA em Finanças e Controladoria;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;55;CNEC - Familia - 30%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;30;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP001;Especialização em Direito do Trabalho;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP004;Especialização em Direito Processual Civil;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP003;Especialização em Direito Processual Penal;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP006;Especialização em Educação Inclusiva;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP013;MBA em Finanças e Controladoria;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;56;CNEC - Familia - 35%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;35;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP001;Especialização em Direito do Trabalho;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP004;Especialização em Direito Processual Civil;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP003;Especialização em Direito Processual Penal;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP006;Especialização em Educação Inclusiva;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP013;MBA em Finanças e Controladoria;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;57;CNEC - Familia - 40%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;40;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP001;Especialização em Direito do Trabalho;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP004;Especialização em Direito Processual Civil;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP003;Especialização em Direito Processual Penal;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP006;Especialização em Educação Inclusiva;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP013;MBA em Finanças e Controladoria;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;58;CNEC - Familia - 45%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;45;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP001;Especialização em Direito do Trabalho;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP004;Especialização em Direito Processual Civil;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP003;Especialização em Direito Processual Penal;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP006;Especialização em Educação Inclusiva;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP013;MBA em Finanças e Controladoria;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;59;CNEC - Familia - 50%;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;50;1;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP001;Especialização em Direito do Trabalho;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP004;Especialização em Direito Processual Civil;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP003;Especialização em Direito Processual Penal;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP006;Especialização em Educação Inclusiva;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP013;MBA em Finanças e Controladoria;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;22;Desconto Comercial;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP001;Especialização em Direito do Trabalho;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP004;Especialização em Direito Processual Civil;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP003;Especialização em Direito Processual Penal;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP006;Especialização em Educação Inclusiva;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP013;MBA em Finanças e Controladoria;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP018;MBA em Gestão de Custos e Formação de Preços;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;71;Desconto Comercial - P1;EP023;MBA em Gestão Estratégica de Pessoas;Presencial;100;0;1;18
70;Faculdade CNEC Varginha;2563;2019-09;38;Desconto Comercial Incondicional;EP001;Especialização em Direito do Trabalho;Presencial;100;0;1;18
